          Teff = 3500 K,  log g = 0.0,  [M/H] = -3.0

 bolometric           0    0.411 (0.0820)    0.574  0.244 (0.0116)    0.045  0.610 (0.0008)
 Stromgren      u     1    0.651 (0.0058)    0.662  0.017 (0.0014)    0.626  0.042 (0.0007)
                v     2    0.654 (0.0051)    0.661  0.011 (0.0023)    0.638  0.027 (0.0019)
                b     3    0.666 (0.0090)    0.639 -0.040 (0.0091)    0.725 -0.099 (0.0110)
                y     4    0.708 (0.0283)    0.631 -0.115 (0.0142)    0.881 -0.288 (0.0196)
 Johnson        U     5    0.652 (0.0070)    0.666  0.020 (0.0014)    0.622  0.051 (0.0005)
                B     6    0.671 (0.0096)    0.643 -0.042 (0.0088)    0.735 -0.106 (0.0108)
                V     7    0.710 (0.0277)    0.636 -0.112 (0.0134)    0.878 -0.279 (0.0186)
                R     8    0.677 (0.0057)    0.667 -0.015 (0.0060)    0.700 -0.038 (0.0068)
                I     9    0.586 (0.0391)    0.674  0.132 (0.0023)    0.387  0.331 (0.0078)
                J    10    0.447 (0.0881)    0.633  0.279 (0.0037)    0.028  0.699 (0.0099)
                K    11    0.257 (0.1195)    0.479  0.333 (0.0279)   -0.243  0.834 (0.0119)
                L    12    0.188 (0.0903)    0.353  0.247 (0.0230)   -0.182  0.617 (0.0111)
                M    13    0.173 (0.0651)    0.297  0.186 (0.0136)   -0.106  0.465 (0.0048)
                N    14    0.120 (0.0441)    0.206  0.128 (0.0085)   -0.072  0.320 (0.0025)
 Cousins        Rc   15    0.695 (0.0142)    0.659 -0.054 (0.0085)    0.776 -0.135 (0.0111)
                Ic   16    0.636 (0.0190)    0.679  0.065 (0.0025)    0.538  0.163 (0.0039)
 Bessell        UX   17    0.652 (0.0068)    0.665  0.020 (0.0014)    0.623  0.049 (0.0005)
 Bessell        BX   18    0.672 (0.0098)    0.643 -0.043 (0.0089)    0.736 -0.108 (0.0109)
 Bessell        B    19    0.671 (0.0095)    0.643 -0.042 (0.0087)    0.733 -0.104 (0.0107)
 Bessell        V    20    0.711 (0.0279)    0.636 -0.112 (0.0134)    0.879 -0.281 (0.0187)
 Bessell        R    21    0.694 (0.0134)    0.660 -0.051 (0.0083)    0.770 -0.127 (0.0107)
 Bessell        I    22    0.626 (0.0230)    0.679  0.079 (0.0025)    0.507  0.198 (0.0049)
