          Teff = 3500 K,  log g = 0.0,  [M/H] = -0.5

 bolometric           0    0.486 (0.0656)    0.608  0.183 (0.0153)    0.211  0.458 (0.0065)
 Stromgren      u     1    0.792 (0.0190)    0.745 -0.070 (0.0264)    0.896 -0.174 (0.0296)
                v     2    0.937 (0.1024)    0.669 -0.402 (0.0379)    1.540 -1.006 (0.0566)
                b     3    1.051 (0.1318)    0.720 -0.497 (0.0395)    1.797 -1.242 (0.0632)
                y     4    0.964 (0.0753)    0.774 -0.286 (0.0273)    1.393 -0.714 (0.0410)
 Johnson        U     5    0.826 (0.0320)    0.731 -0.142 (0.0305)    1.039 -0.354 (0.0370)
                B     6    1.011 (0.1168)    0.714 -0.446 (0.0379)    1.680 -1.114 (0.0590)
                V     7    0.943 (0.0645)    0.778 -0.248 (0.0271)    1.315 -0.620 (0.0390)
                R     8    0.802 (0.0189)    0.782 -0.030 (0.0229)    0.847 -0.075 (0.0243)
                I     9    0.606 (0.0404)    0.672  0.098 (0.0160)    0.458  0.246 (0.0112)
                J    10    0.497 (0.0565)    0.607  0.164 (0.0112)    0.251  0.411 (0.0036)
                K    11    0.320 (0.1105)    0.537  0.324 (0.0180)   -0.166  0.811 (0.0024)
                L    12    0.243 (0.0805)    0.399  0.234 (0.0144)   -0.108  0.585 (0.0031)
                M    13    0.143 (0.0432)    0.222  0.118 (0.0117)   -0.035  0.296 (0.0061)
                N    14    0.119 (0.0368)    0.188  0.103 (0.0088)   -0.035  0.257 (0.0039)
 Cousins        Rc   15    0.850 (0.0225)    0.798 -0.077 (0.0238)    0.966 -0.194 (0.0275)
                Ic   16    0.680 (0.0349)    0.728  0.071 (0.0188)    0.573  0.178 (0.0153)
 Bessell        UX   17    0.821 (0.0298)    0.733 -0.132 (0.0300)    1.019 -0.330 (0.0360)
 Bessell        BX   18    1.012 (0.1171)    0.715 -0.446 (0.0379)    1.682 -1.116 (0.0591)
 Bessell        B    19    1.011 (0.1170)    0.714 -0.446 (0.0379)    1.681 -1.116 (0.0591)
 Bessell        V    20    0.942 (0.0640)    0.778 -0.246 (0.0270)    1.311 -0.615 (0.0388)
 Bessell        R    21    0.847 (0.0221)    0.797 -0.075 (0.0238)    0.959 -0.187 (0.0274)
 Bessell        I    22    0.661 (0.0362)    0.714  0.078 (0.0179)    0.544  0.196 (0.0141)
 Tycho         TyB   23    0.993 (0.1178)    0.692 -0.452 (0.0384)    1.670 -1.129 (0.0597)
               TyV   24    0.961 (0.0748)    0.769 -0.287 (0.0293)    1.391 -0.718 (0.0431)
 Hipparchos    HIP   25    0.916 (0.0544)    0.773 -0.214 (0.0278)    1.236 -0.534 (0.0381)
 KEPLER              26    0.816 (0.0218)    0.765 -0.076 (0.0234)    0.931 -0.191 (0.0271)
 COROT SIS           27    0.780 (0.0182)    0.748 -0.048 (0.0222)    0.852 -0.119 (0.0245)
 COROT EXO           28    0.775 (0.0179)    0.748 -0.042 (0.0220)    0.838 -0.104 (0.0240)
