          Teff = 3500 K,  log g = 0.0,  [M/H] = -2.0

 bolometric           0    0.453 (0.0743)    0.596  0.214 (0.0140)    0.131  0.536 (0.0037)
 Stromgren      u     1    0.701 (0.0067)    0.682 -0.029 (0.0046)    0.744 -0.072 (0.0059)
                v     2    0.736 (0.0316)    0.649 -0.130 (0.0148)    0.931 -0.325 (0.0207)
                b     3    0.803 (0.0676)    0.624 -0.268 (0.0269)    1.205 -0.669 (0.0393)
                y     4    0.829 (0.0715)    0.649 -0.270 (0.0226)    1.234 -0.675 (0.0355)
 Johnson        U     5    0.714 (0.0120)    0.680 -0.052 (0.0079)    0.792 -0.130 (0.0102)
                B     6    0.797 (0.0613)    0.635 -0.243 (0.0242)    1.160 -0.606 (0.0356)
                V     7    0.819 (0.0644)    0.657 -0.243 (0.0206)    1.183 -0.606 (0.0322)
                R     8    0.732 (0.0121)    0.711 -0.031 (0.0136)    0.779 -0.078 (0.0151)
                I     9    0.609 (0.0391)    0.683  0.111 (0.0096)    0.444  0.276 (0.0044)
                J    10    0.487 (0.0700)    0.630  0.214 (0.0082)    0.166  0.536 (0.0027)
                K    11    0.290 (0.1185)    0.516  0.338 (0.0234)   -0.218  0.846 (0.0072)
                L    12    0.221 (0.0888)    0.390  0.254 (0.0173)   -0.160  0.634 (0.0051)
                M    13    0.171 (0.0526)    0.270  0.148 (0.0124)   -0.051  0.371 (0.0054)
                N    14    0.123 (0.0401)    0.198  0.112 (0.0095)   -0.045  0.281 (0.0042)
 Cousins        Rc   15    0.760 (0.0229)    0.703 -0.085 (0.0147)    0.888 -0.213 (0.0188)
                Ic   16    0.663 (0.0264)    0.708  0.067 (0.0103)    0.563  0.167 (0.0072)
 Bessell        UX   17    0.714 (0.0117)    0.680 -0.050 (0.0076)    0.790 -0.126 (0.0099)
 Bessell        BX   18    0.797 (0.0618)    0.635 -0.244 (0.0244)    1.164 -0.611 (0.0358)
 Bessell        B    19    0.796 (0.0612)    0.635 -0.242 (0.0242)    1.159 -0.605 (0.0355)
 Bessell        V    20    0.819 (0.0643)    0.658 -0.242 (0.0205)    1.182 -0.605 (0.0321)
 Bessell        R    21    0.758 (0.0218)    0.704 -0.081 (0.0146)    0.880 -0.203 (0.0185)
 Bessell        I    22    0.652 (0.0292)    0.703  0.077 (0.0101)    0.537  0.192 (0.0065)
 Tycho         TyB   23    0.766 (0.0482)    0.637 -0.194 (0.0203)    1.057 -0.484 (0.0292)
               TyV   24    0.820 (0.0662)    0.653 -0.252 (0.0219)    1.198 -0.629 (0.0339)
 Hipparchos    HIP   25    0.784 (0.0414)    0.678 -0.160 (0.0180)    1.023 -0.399 (0.0257)
 KEPLER              26    0.734 (0.0154)    0.697 -0.055 (0.0144)    0.817 -0.138 (0.0171)
 COROT SIS           27    0.712 (0.0114)    0.694 -0.026 (0.0136)    0.751 -0.066 (0.0148)
 COROT EXO           28    0.710 (0.0112)    0.695 -0.022 (0.0134)    0.743 -0.055 (0.0145)
 Geneva         U    29    0.702 (0.0072)    0.681 -0.031 (0.0048)    0.749 -0.077 (0.0062)
                B    30    0.774 (0.0518)    0.636 -0.207 (0.0215)    1.085 -0.518 (0.0311)
                B1   31    0.741 (0.0307)    0.658 -0.126 (0.0144)    0.930 -0.314 (0.0201)
                B2   32    0.785 (0.0592)    0.628 -0.236 (0.0239)    1.138 -0.589 (0.0349)
                V    33    0.822 (0.0669)    0.654 -0.252 (0.0209)    1.200 -0.629 (0.0329)
                V1   34    0.826 (0.0705)    0.648 -0.267 (0.0225)    1.227 -0.667 (0.0352)
                G    35    0.814 (0.0611)    0.664 -0.226 (0.0177)    1.153 -0.564 (0.0286)
 Vilnius        U    36    0.702 (0.0067)    0.683 -0.028 (0.0043)    0.744 -0.071 (0.0056)
                P    37    0.710 (0.0102)    0.680 -0.045 (0.0074)    0.777 -0.112 (0.0095)
                X    38    0.738 (0.0314)    0.652 -0.129 (0.0149)    0.932 -0.323 (0.0207)
                Y    39    0.803 (0.0672)    0.625 -0.266 (0.0267)    1.202 -0.666 (0.0391)
                Z    40    0.830 (0.0715)    0.645 -0.277 (0.0259)    1.246 -0.694 (0.0390)
                V    41    0.828 (0.0718)    0.648 -0.271 (0.0226)    1.235 -0.677 (0.0356)
                S    42    0.769 (0.0276)    0.701 -0.102 (0.0132)    0.922 -0.254 (0.0180)
 Milone         iz   43    0.532 (0.0556)    0.642  0.164 (0.0095)    0.285  0.411 (0.0020)
                iJ   44    0.485 (0.0678)    0.623  0.207 (0.0088)    0.175  0.517 (0.0023)
                iH   45    0.365 (0.1300)    0.625  0.390 (0.0161)   -0.219  0.974 (0.0049)
                iK   46    0.282 (0.1176)    0.504  0.334 (0.0241)   -0.219  0.835 (0.0081)
 YMS94         iz    47    0.532 (0.0555)    0.642  0.164 (0.0095)    0.286  0.411 (0.0020)
               iJ    48    0.485 (0.0678)    0.623  0.207 (0.0088)    0.175  0.517 (0.0023)
               iH    49    0.365 (0.1300)    0.625  0.390 (0.0161)   -0.219  0.974 (0.0050)
               iK    50    0.282 (0.1176)    0.504  0.334 (0.0241)   -0.219  0.835 (0.0081)
               iL    51    0.212 (0.0845)    0.374  0.242 (0.0161)   -0.151  0.606 (0.0044)
               iLp   52    0.205 (0.0795)    0.357  0.229 (0.0149)   -0.138  0.572 (0.0040)
               iM    53    0.171 (0.0509)    0.266  0.142 (0.0128)   -0.041  0.355 (0.0061)
               in    54    0.125 (0.0401)    0.200  0.112 (0.0097)   -0.043  0.280 (0.0043)
               iN    55    0.115 (0.0380)    0.185  0.106 (0.0093)   -0.044  0.265 (0.0042)
 Sloan DSS      u    56    0.706 (0.0084)    0.682 -0.037 (0.0059)    0.761 -0.092 (0.0076)
                g    57    0.818 (0.0693)    0.638 -0.269 (0.0251)    1.221 -0.673 (0.0378)
                r    58    0.786 (0.0363)    0.695 -0.136 (0.0163)    0.989 -0.339 (0.0228)
                i    59    0.683 (0.0221)    0.716  0.049 (0.0112)    0.610  0.123 (0.0089)
                z    60    0.587 (0.0449)    0.674  0.130 (0.0093)    0.392  0.325 (0.0032)
 HST STIS Ly_alpha   61    0.888 (0.0368)    0.813 -0.113 (0.0037)    1.057 -0.282 (0.0019)
            Fclear   62    0.769 (0.1078)    0.528 -0.361 (0.0069)    1.310 -0.902 (0.0243)
             Fsrf2   63    0.764 (0.1076)    0.524 -0.360 (0.0070)    1.305 -0.900 (0.0244)
              Fqtz   64    0.793 (0.1079)    0.553 -0.360 (0.0062)    1.332 -0.899 (0.0234)
              CIII   65    0.909 (0.0610)    0.781 -0.192 (0.0026)    1.197 -0.481 (0.0069)
              MgII   66    0.887 (0.0367)    0.801 -0.129 (0.0054)    1.081 -0.323 (0.0115)
            Nclear   67    0.758 (0.0305)    0.678 -0.120 (0.0115)    0.939 -0.301 (0.0170)
             Nsrf2   68    0.795 (0.0551)    0.652 -0.215 (0.0201)    1.118 -0.537 (0.0302)
              Nqtz   69    0.789 (0.0206)    0.742 -0.070 (0.0019)    0.893 -0.175 (0.0052)
             cn182   70    0.731 (0.0242)    0.664 -0.100 (0.0118)    0.881 -0.250 (0.0163)
             cn270   71    0.897 (0.0392)    0.805 -0.138 (0.0059)    1.104 -0.346 (0.0123)
            Oclear   72    0.693 (0.0122)    0.691 -0.002 (0.0129)    0.695 -0.005 (0.0130)
         Oclear-lp   73    0.681 (0.0159)    0.696  0.021 (0.0120)    0.649  0.054 (0.0110)
             [OII]   74    0.712 (0.0080)    0.688 -0.036 (0.0066)    0.765 -0.090 (0.0082)
            [OIII]   75    0.837 (0.0704)    0.651 -0.280 (0.0309)    1.256 -0.699 (0.0441)
 2MASS          J    76    0.486 (0.0680)    0.625  0.207 (0.0087)    0.175  0.519 (0.0023)
 2MASS          H    77    0.363 (0.1281)    0.618  0.383 (0.0164)   -0.212  0.958 (0.0043)
 2MASS          Ks   78    0.284 (0.1187)    0.509  0.337 (0.0242)   -0.222  0.843 (0.0081)
 SWASP               79    0.790 (0.0418)    0.684 -0.159 (0.0176)    1.029 -0.398 (0.0253)
 MOST                80    0.779 (0.0327)    0.695 -0.126 (0.0172)    0.968 -0.314 (0.0233)
 GAIA (2006)    G    81    0.721 (0.0127)    0.694 -0.040 (0.0140)    0.781 -0.101 (0.0159)
 GAIA (2010)    G    82    0.707 (0.0111)    0.696 -0.017 (0.0133)    0.734 -0.044 (0.0141)
 GAIA (2010)    BP   83    0.797 (0.0474)    0.678 -0.179 (0.0180)    1.066 -0.448 (0.0267)
 GAIA (2010)    RP   84    0.659 (0.0262)    0.701  0.063 (0.0111)    0.563  0.159 (0.0081)
 GAIA (2010)  G_RV   85    0.614 (0.0467)    0.700  0.128 (0.0135)    0.422  0.320 (0.0075)
 Milone        230   86    0.882 (0.0325)    0.817 -0.098 (0.0043)    1.028 -0.244 (0.0007)
               250   87    0.918 (0.0318)    0.844 -0.111 (0.0039)    1.085 -0.278 (0.0087)
               270   88    0.897 (0.0403)    0.803 -0.142 (0.0061)    1.111 -0.356 (0.0127)
               290   89    0.856 (0.0325)    0.781 -0.111 (0.0035)    1.022 -0.278 (0.0088)
               310   90    0.770 (0.0182)    0.730 -0.059 (0.0007)    0.859 -0.148 (0.0034)
               330   91    0.701 (0.0049)    0.690 -0.017 (0.0008)    0.726 -0.042 (0.0015)
 CaII triplet  858   92    0.614 (0.0485)    0.702  0.132 (0.0146)    0.416  0.330 (0.0085)
 WIRE  Johnson V+R   93    0.747 (0.0185)    0.701 -0.069 (0.0147)    0.850 -0.172 (0.0180)
               LUT   94    0.761 (0.0346)    0.669 -0.137 (0.0156)    0.966 -0.343 (0.0221)
              TESS   95    0.658 (0.0235)    0.694  0.054 (0.0112)    0.578  0.134 (0.0087)


          Teff = 3500 K,  log g = 0.5,  [M/H] = -2.0

