          Teff = 3500 K,  log g = 0.0,  [M/H] = -4.0

 bolometric           0    0.368 (0.0931)    0.554  0.280 (0.0118)   -0.052  0.700 (0.0020)
 Stromgren      u     1    0.632 (0.0127)    0.660  0.041 (0.0005)    0.571  0.103 (0.0016)
                v     2    0.632 (0.0154)    0.663  0.048 (0.0015)    0.560  0.119 (0.0020)
                b     3    0.630 (0.0105)    0.647  0.025 (0.0039)    0.592  0.063 (0.0028)
                y     4    0.647 (0.0050)    0.640 -0.010 (0.0067)    0.662 -0.025 (0.0071)
 Johnson        U     5    0.631 (0.0140)    0.661  0.044 (0.0008)    0.565  0.110 (0.0015)
                B     6    0.633 (0.0103)    0.650  0.025 (0.0038)    0.596  0.062 (0.0026)
                V     7    0.648 (0.0048)    0.641 -0.010 (0.0064)    0.663 -0.025 (0.0068)
                R     8    0.619 (0.0171)    0.658  0.058 (0.0013)    0.532  0.146 (0.0033)
                I     9    0.529 (0.0604)    0.669  0.209 (0.0068)    0.216  0.523 (0.0168)
                J    10    0.383 (0.1101)    0.610  0.340 (0.0082)   -0.127  0.850 (0.0109)
                K    11    0.236 (0.1212)    0.460  0.336 (0.0302)   -0.269  0.840 (0.0141)
                L    12    0.160 (0.0811)    0.299  0.209 (0.0281)   -0.153  0.521 (0.0181)
                M    13    0.146 (0.0741)    0.279  0.200 (0.0206)   -0.153  0.499 (0.0110)
                N    14    0.092 (0.0552)    0.196  0.156 (0.0116)   -0.142  0.390 (0.0042)
 Cousins        Rc   15    0.635 (0.0090)    0.652  0.026 (0.0023)    0.596  0.065 (0.0012)
                Ic   16    0.582 (0.0365)    0.670  0.132 (0.0060)    0.385  0.329 (0.0121)
 Bessell        UX   17    0.632 (0.0138)    0.661  0.044 (0.0008)    0.566  0.110 (0.0015)
 Bessell        BX   18    0.633 (0.0103)    0.649  0.025 (0.0038)    0.596  0.061 (0.0027)
 Bessell        B    19    0.633 (0.0104)    0.650  0.025 (0.0037)    0.595  0.063 (0.0026)
