          Teff = 3500 K,  log g = 0.0,  [M/H] = -1.0

 bolometric           0    0.481 (0.0708)    0.614  0.199 (0.0157)    0.182  0.499 (0.0061)
 Stromgren      u     1    0.793 (0.0245)    0.722 -0.106 (0.0266)    0.953 -0.266 (0.0315)
                v     2    0.898 (0.0952)    0.645 -0.379 (0.0386)    1.467 -0.948 (0.0562)
                b     3    0.988 (0.1262)    0.668 -0.480 (0.0404)    1.708 -1.201 (0.0632)
                y     4    0.931 (0.0811)    0.729 -0.303 (0.0259)    1.386 -0.757 (0.0404)
 Johnson        U     5    0.821 (0.0388)    0.708 -0.169 (0.0306)    1.075 -0.423 (0.0385)
                B     6    0.960 (0.1122)    0.673 -0.431 (0.0380)    1.605 -1.076 (0.0584)
                V     7    0.910 (0.0697)    0.735 -0.263 (0.0253)    1.305 -0.658 (0.0380)
                R     8    0.783 (0.0187)    0.773 -0.014 (0.0212)    0.804 -0.035 (0.0219)
                I     9    0.617 (0.0486)    0.698  0.122 (0.0179)    0.433  0.306 (0.0121)
                J    10    0.501 (0.0589)    0.617  0.174 (0.0102)    0.241  0.434 (0.0023)
                K    11    0.316 (0.1161)    0.541  0.338 (0.0201)   -0.191  0.845 (0.0040)
                L    12    0.242 (0.0844)    0.405  0.245 (0.0151)   -0.126  0.612 (0.0033)
                M    13    0.164 (0.0567)    0.266  0.152 (0.0167)   -0.064  0.381 (0.0095)
                N    14    0.124 (0.0382)    0.195  0.107 (0.0089)   -0.036  0.267 (0.0037)
 Cousins        Rc   15    0.821 (0.0204)    0.776 -0.067 (0.0217)    0.921 -0.167 (0.0249)
                Ic   16    0.684 (0.0420)    0.747  0.095 (0.0198)    0.542  0.237 (0.0152)
 Bessell        UX   17    0.818 (0.0369)    0.710 -0.162 (0.0302)    1.060 -0.404 (0.0377)
 Bessell        BX   18    0.960 (0.1125)    0.673 -0.432 (0.0379)    1.608 -1.079 (0.0584)
 Bessell        B    19    0.960 (0.1124)    0.672 -0.431 (0.0380)    1.606 -1.078 (0.0584)
 Bessell        V    20    0.910 (0.0693)    0.735 -0.262 (0.0252)    1.302 -0.654 (0.0378)
 Bessell        R    21    0.818 (0.0200)    0.776 -0.064 (0.0217)    0.914 -0.159 (0.0247)
 Bessell        I    22    0.669 (0.0442)    0.738  0.103 (0.0196)    0.515  0.257 (0.0147)
 Tycho         TyB   23    0.940 (0.1106)    0.655 -0.429 (0.0387)    1.583 -1.072 (0.0589)
               TyV   24    0.924 (0.0785)    0.726 -0.297 (0.0278)    1.370 -0.743 (0.0421)
 Hipparchos    HIP   25    0.878 (0.0521)    0.742 -0.203 (0.0260)    1.182 -0.507 (0.0358)
 KEPLER              26    0.797 (0.0198)    0.756 -0.061 (0.0225)    0.889 -0.153 (0.0255)
 COROT SIS           27    0.767 (0.0178)    0.745 -0.033 (0.0217)    0.815 -0.081 (0.0233)
 COROT EXO           28    0.763 (0.0180)    0.745 -0.026 (0.0216)    0.802 -0.066 (0.0228)
 Geneva         U    29    0.796 (0.0261)    0.720 -0.114 (0.0271)    0.968 -0.286 (0.0324)
                B    30    0.949 (0.1123)    0.660 -0.434 (0.0390)    1.600 -1.085 (0.0595)
                B1   31    0.891 (0.0847)    0.665 -0.340 (0.0367)    1.401 -0.849 (0.0526)
                B2   32    0.968 (0.1224)    0.656 -0.468 (0.0397)    1.670 -1.170 (0.0618)
                V    33    0.913 (0.0724)    0.732 -0.272 (0.0252)    1.322 -0.681 (0.0383)
                V1   34    0.925 (0.0805)    0.724 -0.302 (0.0262)    1.377 -0.754 (0.0407)
                G    35    0.892 (0.0571)    0.749 -0.215 (0.0223)    1.213 -0.536 (0.0327)
 Vilnius        U    36    0.788 (0.0221)    0.725 -0.094 (0.0258)    0.929 -0.235 (0.0302)
                P    37    0.814 (0.0355)    0.710 -0.156 (0.0302)    1.048 -0.390 (0.0375)
                X    38    0.905 (0.0957)    0.651 -0.381 (0.0388)    1.476 -0.952 (0.0566)
                Y    39    0.986 (0.1255)    0.668 -0.478 (0.0403)    1.703 -1.195 (0.0630)
                Z    40    0.931 (0.0892)    0.703 -0.342 (0.0320)    1.444 -0.855 (0.0484)
                V    41    0.931 (0.0821)    0.727 -0.306 (0.0258)    1.390 -0.766 (0.0406)
                S    42    0.823 (0.0198)    0.783 -0.061 (0.0216)    0.915 -0.152 (0.0245)
 Milone         iz   43    0.530 (0.0517)    0.625  0.142 (0.0138)    0.317  0.356 (0.0070)
                iJ   44    0.497 (0.0558)    0.606  0.163 (0.0108)    0.254  0.406 (0.0033)
                iH   45    0.406 (0.1238)    0.656  0.375 (0.0137)   -0.157  0.938 (0.0050)
                iK   46    0.308 (0.1155)    0.531  0.335 (0.0203)   -0.195  0.838 (0.0042)
 YMS94         iz    47    0.530 (0.0517)    0.625  0.142 (0.0138)    0.317  0.356 (0.0070)
               iJ    48    0.497 (0.0558)    0.606  0.163 (0.0108)    0.254  0.406 (0.0033)
               iH    49    0.406 (0.1237)    0.656  0.375 (0.0136)   -0.156  0.938 (0.0050)
               iK    50    0.308 (0.1155)    0.531  0.335 (0.0203)   -0.195  0.838 (0.0042)
               iL    51    0.232 (0.0799)    0.386  0.232 (0.0144)   -0.116  0.579 (0.0033)
               iLp   52    0.222 (0.0751)    0.367  0.218 (0.0136)   -0.106  0.545 (0.0031)
               iM    53    0.164 (0.0609)    0.271  0.160 (0.0196)   -0.076  0.400 (0.0120)
               in    54    0.125 (0.0385)    0.197  0.108 (0.0088)   -0.038  0.271 (0.0036)
               iN    55    0.115 (0.0358)    0.182  0.099 (0.0087)   -0.034  0.248 (0.0039)
 Sloan DSS      u    56    0.798 (0.0269)    0.719 -0.118 (0.0277)    0.974 -0.294 (0.0331)
                g    57    0.954 (0.1024)    0.694 -0.389 (0.0336)    1.537 -0.972 (0.0522)
                r    58    0.856 (0.0302)    0.779 -0.115 (0.0225)    1.028 -0.287 (0.0280)
                i    59    0.711 (0.0360)    0.759  0.072 (0.0200)    0.603  0.180 (0.0166)
                z    60    0.589 (0.0520)    0.679  0.135 (0.0173)    0.386  0.339 (0.0109)
 HST STIS Ly_alpha   61    1.002 (0.0021)    1.000 -0.003 (0.0014)    1.005 -0.006 (0.0013)
            Fclear   62    1.010 (0.0067)    0.994 -0.025 (0.0019)    1.047 -0.062 (0.0030)
             Fsrf2   63    1.010 (0.0066)    0.994 -0.024 (0.0019)    1.047 -0.061 (0.0030)
              Fqtz   64    1.011 (0.0069)    0.994 -0.026 (0.0020)    1.049 -0.064 (0.0031)
              CIII   65    1.008 (0.0056)    0.995 -0.018 (0.0007)    1.035 -0.046 (0.0015)
              MgII   66    0.807 (0.0690)    0.954  0.220 (0.0028)    0.478  0.549 (0.0079)
            Nclear   67    0.865 (0.0568)    0.709 -0.234 (0.0302)    1.215 -0.584 (0.0411)
             Nsrf2   68    0.924 (0.0874)    0.698 -0.339 (0.0328)    1.433 -0.848 (0.0489)
              Nqtz   69    0.744 (0.0573)    0.854  0.165 (0.0103)    0.496  0.413 (0.0026)
             cn182   70    0.864 (0.0683)    0.678 -0.280 (0.0339)    1.284 -0.700 (0.0470)
             cn270   71    0.826 (0.0622)    0.959  0.200 (0.0017)    0.526  0.499 (0.0081)
            Oclear   72    0.740 (0.0192)    0.735 -0.007 (0.0209)    0.750 -0.017 (0.0212)
         Oclear-lp   73    0.717 (0.0259)    0.739  0.033 (0.0198)    0.666  0.084 (0.0182)
             [OII]   74    0.796 (0.0243)    0.727 -0.103 (0.0287)    0.950 -0.257 (0.0335)
            [OIII]   75    0.986 (0.0991)    0.727 -0.389 (0.0430)    1.569 -0.972 (0.0616)
 2MASS          J    76    0.499 (0.0563)    0.608  0.164 (0.0107)    0.252  0.411 (0.0031)
