          Teff = 3500 K,  log g = 0.0,  [M/H] = -1.5

 bolometric           0    0.470 (0.0718)    0.606  0.204 (0.0149)    0.163  0.511 (0.0050)
 Stromgren      u     1    0.746 (0.0184)    0.692 -0.080 (0.0118)    0.865 -0.200 (0.0153)
                v     2    0.814 (0.0654)    0.639 -0.262 (0.0265)    1.207 -0.656 (0.0384)
                b     3    0.902 (0.1051)    0.631 -0.405 (0.0355)    1.509 -1.013 (0.0545)
                y     4    0.888 (0.0837)    0.681 -0.311 (0.0242)    1.354 -0.777 (0.0391)
 Johnson        U     5    0.767 (0.0289)    0.685 -0.123 (0.0168)    0.952 -0.307 (0.0224)
                B     6    0.883 (0.0935)    0.642 -0.362 (0.0322)    1.425 -0.904 (0.0492)
                V     7    0.871 (0.0737)    0.688 -0.275 (0.0227)    1.284 -0.688 (0.0359)
                R     8    0.757 (0.0144)    0.741 -0.024 (0.0172)    0.793 -0.060 (0.0184)
                I     9    0.615 (0.0434)    0.690  0.114 (0.0141)    0.444  0.284 (0.0087)
                J    10    0.499 (0.0633)    0.625  0.189 (0.0096)    0.215  0.474 (0.0015)
                K    11    0.304 (0.1175)    0.530  0.340 (0.0212)   -0.206  0.849 (0.0050)
                L    12    0.234 (0.0863)    0.400  0.249 (0.0159)   -0.140  0.623 (0.0039)
                M    13    0.163 (0.0480)    0.252  0.134 (0.0119)   -0.038  0.335 (0.0055)
                N    14    0.123 (0.0393)    0.196  0.110 (0.0093)   -0.042  0.275 (0.0040)
 Cousins        Rc   15    0.791 (0.0218)    0.737 -0.081 (0.0178)    0.912 -0.201 (0.0217)
                Ic   16    0.673 (0.0346)    0.727  0.081 (0.0154)    0.552  0.202 (0.0115)
 Bessell        UX   17    0.766 (0.0279)    0.686 -0.119 (0.0164)    0.944 -0.297 (0.0217)
 Bessell        BX   18    0.884 (0.0939)    0.642 -0.363 (0.0322)    1.429 -0.908 (0.0493)
 Bessell        B    19    0.883 (0.0934)    0.642 -0.361 (0.0322)    1.425 -0.904 (0.0491)
 Bessell        V    20    0.871 (0.0734)    0.688 -0.274 (0.0226)    1.282 -0.685 (0.0358)
 Bessell        R    21    0.789 (0.0209)    0.738 -0.077 (0.0178)    0.904 -0.191 (0.0215)
 Bessell        I    22    0.660 (0.0369)    0.720  0.089 (0.0152)    0.526  0.223 (0.0109)
 Tycho         TyB   23    0.855 (0.0848)    0.634 -0.332 (0.0304)    1.353 -0.829 (0.0459)
               TyV   24    0.879 (0.0793)    0.680 -0.298 (0.0249)    1.326 -0.745 (0.0392)
 Hipparchos    HIP   25    0.833 (0.0502)    0.704 -0.194 (0.0220)    1.124 -0.484 (0.0313)
 KEPLER              26    0.766 (0.0181)    0.724 -0.064 (0.0185)    0.862 -0.159 (0.0215)
 COROT SIS           27    0.741 (0.0146)    0.717 -0.035 (0.0177)    0.793 -0.087 (0.0194)
 COROT EXO           28    0.738 (0.0144)    0.718 -0.029 (0.0175)    0.781 -0.073 (0.0190)
 Geneva         U    29    0.747 (0.0193)    0.691 -0.084 (0.0122)    0.873 -0.209 (0.0159)
                B    30    0.864 (0.0879)    0.636 -0.343 (0.0313)    1.379 -0.858 (0.0473)
                B1   31    0.815 (0.0606)    0.653 -0.243 (0.0251)    1.180 -0.608 (0.0363)
                B2   32    0.881 (0.0976)    0.629 -0.378 (0.0333)    1.447 -0.945 (0.0509)
