          Teff = 3500 K,  log g = 0.0,  [M/H] = +0.2

 bolometric           0    0.484 (0.0662)    0.605  0.181 (0.0172)    0.212  0.454 (0.0084)
 Stromgren      u     1    0.702 (0.0688)    0.819  0.176 (0.0212)    0.438  0.440 (0.0129)
                v     2    0.892 (0.0544)    0.740 -0.229 (0.0340)    1.235 -0.572 (0.0447)
                b     3    1.099 (0.1181)    0.799 -0.450 (0.0390)    1.775 -1.126 (0.0605)
                y     4    0.996 (0.0667)    0.822 -0.262 (0.0309)    1.388 -0.654 (0.0435)
 Johnson        U     5    0.740 (0.0476)    0.801  0.091 (0.0253)    0.604  0.227 (0.0211)
                B     6    1.037 (0.0973)    0.783 -0.380 (0.0384)    1.607 -0.951 (0.0564)
                V     7    0.980 (0.0602)    0.822 -0.238 (0.0303)    1.338 -0.595 (0.0418)
                R     8    0.830 (0.0222)    0.797 -0.049 (0.0278)    0.904 -0.123 (0.0302)
                I     9    0.629 (0.0557)    0.715  0.129 (0.0243)    0.436  0.322 (0.0181)
                J    10    0.488 (0.0580)    0.598  0.164 (0.0139)    0.242  0.411 (0.0063)
                K    11    0.321 (0.1036)    0.525  0.306 (0.0162)   -0.138  0.764 (0.0015)
                L    12    0.238 (0.0761)    0.386  0.221 (0.0139)   -0.093  0.552 (0.0033)
                M    13    0.131 (0.0442)    0.210  0.119 (0.0128)   -0.048  0.297 (0.0071)
                N    14    0.113 (0.0365)    0.179  0.098 (0.0103)   -0.034  0.246 (0.0057)
 Cousins        Rc   15    0.887 (0.0287)    0.814 -0.110 (0.0280)    1.052 -0.275 (0.0333)
                Ic   16    0.709 (0.0444)    0.764  0.083 (0.0260)    0.585  0.207 (0.0220)
 Bessell        UX   17    0.736 (0.0496)    0.802  0.100 (0.0249)    0.586  0.249 (0.0202)
 Bessell        BX   18    1.039 (0.0980)    0.784 -0.382 (0.0384)    1.613 -0.956 (0.0566)
 Bessell        B    19    1.037 (0.0974)    0.783 -0.381 (0.0384)    1.608 -0.952 (0.0564)
 Bessell        V    20    0.980 (0.0600)    0.822 -0.237 (0.0303)    1.336 -0.593 (0.0416)
 Bessell        R    21    0.883 (0.0279)    0.813 -0.106 (0.0280)    1.042 -0.265 (0.0331)
 Bessell        I    22    0.693 (0.0475)    0.756  0.095 (0.0257)    0.550  0.238 (0.0211)
 Tycho         TyB   23    1.003 (0.0892)    0.767 -0.353 (0.0378)    1.532 -0.882 (0.0545)
               TyV   24    0.999 (0.0695)    0.816 -0.274 (0.0323)    1.409 -0.684 (0.0454)
 Hipparchos    HIP   25    0.955 (0.0546)    0.809 -0.219 (0.0313)    1.284 -0.548 (0.0418)
 KEPLER              26    0.854 (0.0251)    0.795 -0.088 (0.0286)    0.985 -0.219 (0.0329)
 COROT SIS           27    0.811 (0.0221)    0.779 -0.048 (0.0278)    0.883 -0.120 (0.0301)
 COROT EXO           28    0.806 (0.0222)    0.778 -0.042 (0.0277)    0.869 -0.104 (0.0297)
 Geneva         U    29    0.708 (0.0652)    0.816  0.161 (0.0220)    0.466  0.404 (0.0144)
                B    30    1.019 (0.0934)    0.774 -0.367 (0.0380)    1.569 -0.917 (0.0554)
                B1   31    0.891 (0.0470)    0.758 -0.200 (0.0336)    1.191 -0.499 (0.0430)
                B2   32    1.060 (0.1091)    0.779 -0.422 (0.0393)    1.693 -1.054 (0.0593)
                V    33    0.981 (0.0603)    0.822 -0.238 (0.0302)    1.338 -0.596 (0.0416)
                V1   34    0.987 (0.0643)    0.818 -0.254 (0.0310)    1.367 -0.634 (0.0432)
                G    35    0.974 (0.0527)    0.835 -0.208 (0.0276)    1.285 -0.519 (0.0376)
 Vilnius        U    36    0.697 (0.0715)    0.821  0.186 (0.0207)    0.418  0.465 (0.0120)
                P    37    0.721 (0.0564)    0.804  0.124 (0.0246)    0.535  0.310 (0.0188)
                X    38    0.909 (0.0584)    0.746 -0.244 (0.0347)    1.274 -0.609 (0.0461)
                Y    39    1.095 (0.1180)    0.794 -0.451 (0.0397)    1.772 -1.128 (0.0611)
                Z    40    0.968 (0.0663)    0.790 -0.267 (0.0356)    1.369 -0.668 (0.0483)
                V    41    0.996 (0.0668)    0.821 -0.262 (0.0309)    1.389 -0.655 (0.0435)
                S    42    0.908 (0.0321)    0.824 -0.126 (0.0273)    1.097 -0.315 (0.0334)
 Milone         iz   43    0.525 (0.0622)    0.630  0.158 (0.0222)    0.287  0.396 (0.0147)
                iJ   44    0.485 (0.0541)    0.585  0.151 (0.0140)    0.258  0.377 (0.0070)
                iH   45    0.413 (0.1083)    0.632  0.328 (0.0128)   -0.080  0.821 (0.0030)
                iK   46    0.315 (0.1042)    0.520  0.307 (0.0164)   -0.145  0.767 (0.0017)
 YMS94         iz    47    0.525 (0.0622)    0.630  0.158 (0.0222)    0.287  0.396 (0.0147)
               iJ    48    0.485 (0.0541)    0.585  0.151 (0.0140)    0.258  0.377 (0.0070)
               iH    49    0.413 (0.1083)    0.632  0.328 (0.0128)   -0.079  0.820 (0.0031)
               iK    50    0.315 (0.1042)    0.520  0.307 (0.0164)   -0.145  0.767 (0.0017)
               iL    51    0.226 (0.0723)    0.366  0.209 (0.0136)   -0.087  0.523 (0.0035)
               iLp   52    0.214 (0.0680)    0.344  0.196 (0.0131)   -0.080  0.490 (0.0037)
               iM    53    0.123 (0.0427)    0.198  0.113 (0.0131)   -0.047  0.284 (0.0077)
               in    54    0.114 (0.0366)    0.180  0.098 (0.0104)   -0.033  0.246 (0.0057)
               iN    55    0.105 (0.0345)    0.167  0.092 (0.0102)   -0.033  0.230 (0.0058)
 Sloan DSS      u    56    0.704 (0.0664)    0.814  0.165 (0.0223)    0.457  0.412 (0.0146)
                g    57    1.027 (0.0878)    0.798 -0.343 (0.0363)    1.542 -0.858 (0.0526)
                r    58    0.938 (0.0421)    0.825 -0.169 (0.0288)    1.190 -0.421 (0.0370)
                i    59    0.731 (0.0391)    0.771  0.060 (0.0265)    0.640  0.151 (0.0236)
                z    60    0.603 (0.0609)    0.702  0.149 (0.0239)    0.380  0.372 (0.0168)
 HST STIS Ly_alpha   61    0.623 (0.0224)    0.585 -0.057 (0.0068)    0.709 -0.143 (0.0042)
            Fclear   62    0.254 (0.0510)    0.134 -0.179 (0.0074)    0.522 -0.447 (0.0159)
             Fsrf2   63    0.251 (0.0505)    0.133 -0.177 (0.0073)    0.517 -0.443 (0.0158)
              Fqtz   64    0.268 (0.0538)    0.143 -0.188 (0.0076)    0.551 -0.470 (0.0166)
              CIII   65    0.557 (0.0437)    0.465 -0.138 (0.0015)    0.764 -0.345 (0.0056)
              MgII   66    0.735 (0.0971)    0.939  0.305 (0.0054)    0.277  0.763 (0.0095)
            Nclear   67    0.877 (0.0307)    0.791 -0.129 (0.0304)    1.071 -0.324 (0.0365)
             Nsrf2   68    0.979 (0.0680)    0.797 -0.273 (0.0342)    1.389 -0.683 (0.0472)
              Nqtz   69    0.666 (0.1071)    0.882  0.324 (0.0127)    0.181  0.809 (0.0032)
             cn182   70    0.850 (0.0292)    0.768 -0.123 (0.0313)    1.034 -0.307 (0.0370)
             cn270   71    0.745 (0.0888)    0.933  0.281 (0.0038)    0.323  0.704 (0.0100)
            Oclear   72    0.774 (0.0239)    0.765 -0.015 (0.0270)    0.797 -0.037 (0.0278)
         Oclear-lp   73    0.743 (0.0301)    0.760  0.025 (0.0261)    0.706  0.062 (0.0249)
             [OII]   74    0.700 (0.0703)    0.818  0.177 (0.0228)    0.435  0.442 (0.0145)
            [OIII]   75    1.038 (0.0877)    0.801 -0.356 (0.0454)    1.573 -0.890 (0.0622)
 2MASS          J    76    0.486 (0.0548)    0.588  0.153 (0.0141)    0.256  0.383 (0.0070)
 2MASS          H    77    0.411 (0.1074)    0.628  0.326 (0.0125)   -0.078  0.815 (0.0033)
 2MASS          Ks   78    0.318 (0.1053)    0.525  0.310 (0.0165)   -0.147  0.776 (0.0016)
 SWASP               79    0.959 (0.0532)    0.817 -0.213 (0.0308)    1.278 -0.532 (0.0410)
 MOST                80    0.936 (0.0457)    0.813 -0.184 (0.0305)    1.213 -0.461 (0.0394)
 GAIA (2006)    G    81    0.830 (0.0229)    0.785 -0.067 (0.0282)    0.931 -0.169 (0.0315)
 GAIA (2010)    G    82    0.801 (0.0224)    0.778 -0.035 (0.0276)    0.854 -0.088 (0.0293)
 GAIA (2010)    BP   83    0.969 (0.0562)    0.820 -0.224 (0.0306)    1.304 -0.559 (0.0413)
 GAIA (2010)    RP   84    0.697 (0.0426)    0.747  0.076 (0.0259)    0.582  0.190 (0.0222)
 GAIA (2010)  G_RV   85    0.666 (0.0534)    0.742  0.114 (0.0267)    0.495  0.285 (0.0212)
 Milone        230   86    0.623 (0.0223)    0.587 -0.054 (0.0079)    0.705 -0.136 (0.0054)
               250   87    0.770 (0.0439)    0.870  0.151 (0.0048)    0.544  0.377 (0.0120)
               270   88    0.747 (0.0882)    0.933  0.280 (0.0037)    0.327  0.700 (0.0100)
               290   89    0.706 (0.1073)    0.927  0.332 (0.0092)    0.208  0.829 (0.0070)
               310   90    0.650 (0.1139)    0.879  0.343 (0.0144)    0.136  0.857 (0.0023)
               330   91    0.637 (0.1026)    0.840  0.304 (0.0154)    0.182  0.759 (0.0014)
 CaII triplet  858   92    0.674 (0.0514)    0.743  0.104 (0.0277)    0.518  0.259 (0.0227)
 WIRE  Johnson V+R   93    0.865 (0.0258)    0.803 -0.093 (0.0284)    1.004 -0.233 (0.0329)
               LUT   94    0.916 (0.0442)    0.794 -0.184 (0.0318)    1.193 -0.460 (0.0406)
              TESS   95    0.701 (0.0391)    0.744  0.064 (0.0256)    0.605  0.161 (0.0225)


          Teff = 3500 K,  log g = 0.5,  [M/H] = +0.2

 bolometric           0    0.475 (0.0666)    0.596  0.182 (0.0176)    0.202  0.455 (0.0089)
 Stromgren      u     1    0.735 (0.0536)    0.812  0.116 (0.0242)    0.561  0.289 (0.0188)
                v     2    0.926 (0.0632)    0.752 -0.261 (0.0347)    1.317 -0.652 (0.0469)
                b     3    1.118 (0.1209)    0.811 -0.460 (0.0388)    1.808 -1.150 (0.0607)
                y     4    0.997 (0.0662)    0.823 -0.261 (0.0311)    1.389 -0.652 (0.0435)
 Johnson        U     5    0.782 (0.0316)    0.796  0.020 (0.0281)    0.751  0.051 (0.0271)
                B     6    1.046 (0.0967)    0.794 -0.378 (0.0380)    1.613 -0.945 (0.0559)
                V     7    0.981 (0.0605)    0.821 -0.240 (0.0306)    1.341 -0.600 (0.0421)
