          Teff = 3500 K,  log g = 0.0,  [M/H] = -0.1

 bolometric           0    0.487 (0.0664)    0.609  0.183 (0.0167)    0.212  0.458 (0.0079)
 Stromgren      u     1    0.744 (0.0400)    0.789  0.067 (0.0241)    0.644  0.167 (0.0210)
                v     2    0.927 (0.0819)    0.707 -0.329 (0.0360)    1.420 -0.822 (0.0513)
                b     3    1.083 (0.1244)    0.768 -0.472 (0.0394)    1.791 -1.180 (0.0619)
                y     4    0.984 (0.0694)    0.805 -0.269 (0.0298)    1.387 -0.672 (0.0427)
 Johnson        U     5    0.786 (0.0236)    0.771 -0.022 (0.0285)    0.819 -0.056 (0.0295)
                B     6    1.032 (0.1074)    0.756 -0.414 (0.0384)    1.653 -1.036 (0.0580)
                V     7    0.965 (0.0606)    0.807 -0.237 (0.0292)    1.321 -0.593 (0.0406)
                R     8    0.822 (0.0214)    0.795 -0.040 (0.0264)    0.882 -0.101 (0.0283)
                I     9    0.625 (0.0532)    0.708  0.124 (0.0230)    0.438  0.311 (0.0171)
                J    10    0.492 (0.0568)    0.600  0.163 (0.0126)    0.248  0.407 (0.0051)
                K    11    0.322 (0.1068)    0.532  0.315 (0.0169)   -0.150  0.787 (0.0018)
                L    12    0.242 (0.0779)    0.392  0.226 (0.0140)   -0.098  0.566 (0.0031)
                M    13    0.135 (0.0434)    0.214  0.118 (0.0122)   -0.041  0.294 (0.0067)
                N    14    0.116 (0.0363)    0.182  0.100 (0.0096)   -0.033  0.249 (0.0048)
 Cousins        Rc   15    0.874 (0.0257)    0.811 -0.093 (0.0265)    1.014 -0.233 (0.0310)
                Ic   16    0.704 (0.0433)    0.760  0.083 (0.0249)    0.580  0.207 (0.0209)
 Bessell        UX   17    0.781 (0.0248)    0.773 -0.012 (0.0279)    0.799 -0.030 (0.0285)
 Bessell        BX   18    1.033 (0.1079)    0.756 -0.416 (0.0384)    1.657 -1.040 (0.0581)
 Bessell        B    19    1.032 (0.1076)    0.755 -0.415 (0.0384)    1.654 -1.038 (0.0581)
 Bessell        V    20    0.965 (0.0603)    0.807 -0.236 (0.0291)    1.319 -0.590 (0.0405)
 Bessell        R    21    0.870 (0.0252)    0.810 -0.090 (0.0265)    1.005 -0.226 (0.0309)
 Bessell        I    22    0.688 (0.0462)    0.751  0.095 (0.0247)    0.546  0.237 (0.0201)
 Tycho         TyB   23    1.007 (0.1050)    0.735 -0.408 (0.0382)    1.618 -1.019 (0.0575)
               TyV   24    0.984 (0.0706)    0.800 -0.275 (0.0313)    1.397 -0.689 (0.0445)
 Hipparchos    HIP   25    0.941 (0.0544)    0.797 -0.216 (0.0302)    1.265 -0.540 (0.0405)
 KEPLER              26    0.843 (0.0241)    0.789 -0.082 (0.0273)    0.966 -0.204 (0.0313)
 COROT SIS           27    0.804 (0.0214)    0.773 -0.046 (0.0266)    0.874 -0.116 (0.0288)
 COROT EXO           28    0.799 (0.0214)    0.772 -0.040 (0.0265)    0.859 -0.100 (0.0284)
 Geneva         U    29    0.752 (0.0362)    0.785  0.050 (0.0250)    0.678  0.124 (0.0227)
                B    30    1.020 (0.1073)    0.743 -0.415 (0.0384)    1.642 -1.037 (0.0581)
                B1   31    0.919 (0.0702)    0.728 -0.286 (0.0353)    1.348 -0.716 (0.0487)
                B2   32    1.053 (0.1201)    0.747 -0.459 (0.0393)    1.741 -1.147 (0.0611)
