          Teff = 3500 K,  log g = 0.0,  [M/H] = +0.3

 bolometric           0    0.483 (0.0661)    0.604  0.181 (0.0173)    0.212  0.452 (0.0086)
 Stromgren      u     1    0.690 (0.0772)    0.828  0.207 (0.0203)    0.380  0.516 (0.0106)
                v     2    0.876 (0.0440)    0.751 -0.189 (0.0332)    1.159 -0.471 (0.0420)
                b     3    1.103 (0.1161)    0.808 -0.443 (0.0388)    1.769 -1.109 (0.0599)
                y     4    1.000 (0.0661)    0.826 -0.260 (0.0311)    1.390 -0.650 (0.0436)
 Johnson        U     5    0.725 (0.0569)    0.810  0.127 (0.0243)    0.535  0.317 (0.0183)
                B     6    1.037 (0.0937)    0.792 -0.368 (0.0383)    1.588 -0.919 (0.0557)
                V     7    0.985 (0.0604)    0.826 -0.239 (0.0306)    1.344 -0.599 (0.0421)
                R     8    0.831 (0.0224)    0.797 -0.052 (0.0282)    0.909 -0.129 (0.0307)
                I     9    0.631 (0.0564)    0.718  0.131 (0.0246)    0.435  0.327 (0.0183)
                J    10    0.487 (0.0585)    0.597  0.165 (0.0144)    0.240  0.412 (0.0067)
                K    11    0.320 (0.1025)    0.522  0.303 (0.0160)   -0.134  0.756 (0.0015)
                L    12    0.237 (0.0756)    0.383  0.219 (0.0139)   -0.092  0.548 (0.0034)
                M    13    0.129 (0.0445)    0.209  0.120 (0.0130)   -0.050  0.299 (0.0073)
                N    14    0.113 (0.0365)    0.178  0.097 (0.0107)   -0.034  0.244 (0.0060)
 Cousins        Rc   15    0.891 (0.0297)    0.814 -0.115 (0.0284)    1.064 -0.288 (0.0340)
                Ic   16    0.711 (0.0447)    0.766  0.083 (0.0262)    0.586  0.208 (0.0222)
 Bessell        UX   17    0.721 (0.0588)    0.811  0.135 (0.0239)    0.519  0.337 (0.0175)
 Bessell        BX   18    1.039 (0.0944)    0.792 -0.370 (0.0383)    1.594 -0.925 (0.0559)
 Bessell        B    19    1.037 (0.0937)    0.792 -0.368 (0.0382)    1.589 -0.920 (0.0557)
 Bessell        V    20    0.985 (0.0603)    0.826 -0.239 (0.0305)    1.343 -0.597 (0.0420)
 Bessell        R    21    0.887 (0.0289)    0.813 -0.111 (0.0284)    1.053 -0.278 (0.0338)
 Bessell        I    22    0.695 (0.0478)    0.759  0.096 (0.0259)    0.551  0.239 (0.0212)
 Tycho         TyB   23    0.999 (0.0832)    0.777 -0.332 (0.0376)    1.496 -0.829 (0.0532)
               TyV   24    1.003 (0.0694)    0.821 -0.274 (0.0326)    1.414 -0.685 (0.0457)
 Hipparchos    HIP   25    0.959 (0.0547)    0.813 -0.220 (0.0316)    1.289 -0.550 (0.0422)
 KEPLER              26    0.856 (0.0254)    0.797 -0.089 (0.0289)    0.990 -0.223 (0.0332)
 COROT SIS           27    0.813 (0.0223)    0.781 -0.048 (0.0281)    0.885 -0.120 (0.0304)
 COROT EXO           28    0.808 (0.0224)    0.780 -0.042 (0.0280)    0.870 -0.104 (0.0300)
 Geneva         U    29    0.695 (0.0741)    0.825  0.194 (0.0210)    0.404  0.485 (0.0119)
                B    30    1.016 (0.0881)    0.784 -0.349 (0.0377)    1.539 -0.872 (0.0542)
                B1   31    0.879 (0.0387)    0.768 -0.166 (0.0329)    1.128 -0.415 (0.0407)
                B2   32    1.061 (0.1051)    0.789 -0.408 (0.0391)    1.673 -1.020 (0.0585)
                V    33    0.985 (0.0604)    0.826 -0.239 (0.0304)    1.344 -0.598 (0.0419)
                V1   34    0.991 (0.0637)    0.823 -0.252 (0.0312)    1.368 -0.630 (0.0433)
                G    35    0.980 (0.0543)    0.838 -0.214 (0.0280)    1.302 -0.535 (0.0382)
 Vilnius        U    36    0.686 (0.0795)    0.829  0.215 (0.0200)    0.363  0.537 (0.0098)
                P    37    0.705 (0.0664)    0.813  0.162 (0.0234)    0.462  0.405 (0.0158)
                X    38    0.894 (0.0484)    0.757 -0.206 (0.0340)    1.203 -0.515 (0.0436)
                Y    39    1.099 (0.1158)    0.803 -0.444 (0.0395)    1.765 -1.110 (0.0606)
                Z    40    0.969 (0.0641)    0.796 -0.260 (0.0357)    1.358 -0.649 (0.0480)
                V    41    0.999 (0.0662)    0.826 -0.260 (0.0311)    1.390 -0.651 (0.0436)
                S    42    0.913 (0.0345)    0.822 -0.137 (0.0280)    1.118 -0.341 (0.0346)
 Milone         iz   43    0.527 (0.0640)    0.635  0.162 (0.0231)    0.283  0.406 (0.0154)
                iJ   44    0.484 (0.0545)    0.585  0.151 (0.0144)    0.257  0.379 (0.0074)
                iH   45    0.411 (0.1070)    0.627  0.324 (0.0129)   -0.074  0.809 (0.0027)
                iK   46    0.314 (0.1033)    0.517  0.305 (0.0162)   -0.142  0.761 (0.0016)
 YMS94         iz    47    0.527 (0.0640)    0.635  0.162 (0.0231)    0.283  0.406 (0.0154)
               iJ    48    0.484 (0.0545)    0.585  0.151 (0.0144)    0.257  0.379 (0.0074)
               iH    49    0.412 (0.1069)    0.627  0.324 (0.0129)   -0.074  0.809 (0.0028)
               iK    50    0.314 (0.1033)    0.517  0.305 (0.0162)   -0.142  0.761 (0.0016)
               iL    51    0.225 (0.0718)    0.363  0.207 (0.0136)   -0.086  0.518 (0.0037)
               iLp   52    0.212 (0.0676)    0.342  0.195 (0.0132)   -0.080  0.487 (0.0039)
               iM    53    0.121 (0.0433)    0.198  0.115 (0.0133)   -0.051  0.287 (0.0078)
               in    54    0.113 (0.0367)    0.179  0.098 (0.0107)   -0.034  0.246 (0.0060)
               iN    55    0.105 (0.0345)    0.165  0.091 (0.0106)   -0.032  0.227 (0.0063)
 Sloan DSS      u    56    0.691 (0.0752)    0.822  0.197 (0.0214)    0.395  0.493 (0.0121)
                g    57    1.029 (0.0856)    0.804 -0.336 (0.0363)    1.533 -0.841 (0.0523)
                r    58    0.942 (0.0438)    0.825 -0.176 (0.0294)    1.206 -0.439 (0.0378)
