          Teff = 3500 K,  log g = 0.0,  [M/H] = -3.5

 bolometric           0    0.389 (0.0868)    0.563  0.260 (0.0112)   -0.001  0.651 (0.0017)
 Stromgren      u     1    0.639 (0.0086)    0.656  0.025 (0.0018)    0.601  0.063 (0.0006)
                v     2    0.639 (0.0100)    0.660  0.031 (0.0009)    0.593  0.077 (0.0008)
                b     3    0.639 (0.0067)    0.644  0.008 (0.0051)    0.627  0.019 (0.0047)
                y     4    0.667 (0.0111)    0.635 -0.048 (0.0095)    0.739 -0.121 (0.0117)
 Johnson        U     5    0.638 (0.0100)    0.659  0.031 (0.0013)    0.592  0.077 (0.0003)
                B     6    0.644 (0.0057)    0.646  0.004 (0.0049)    0.637  0.010 (0.0047)
                V     7    0.671 (0.0119)    0.636 -0.051 (0.0093)    0.747 -0.128 (0.0116)
                R     8    0.650 (0.0052)    0.657  0.011 (0.0030)    0.633  0.027 (0.0025)
                I     9    0.564 (0.0458)    0.670  0.160 (0.0051)    0.325  0.399 (0.0126)
                J    10    0.418 (0.0990)    0.627  0.312 (0.0043)   -0.050  0.781 (0.0121)
                K    11    0.243 (0.1186)    0.462  0.328 (0.0295)   -0.249  0.821 (0.0137)
                L    12    0.172 (0.0864)    0.323  0.228 (0.0264)   -0.170  0.570 (0.0155)
                M    13    0.162 (0.0711)    0.295  0.199 (0.0161)   -0.137  0.498 (0.0065)
                N    14    0.110 (0.0498)    0.207  0.145 (0.0089)   -0.108  0.363 (0.0020)
 Cousins        Rc   15    0.664 (0.0057)    0.650 -0.021 (0.0055)    0.696 -0.053 (0.0065)
                Ic   16    0.615 (0.0230)    0.670  0.083 (0.0037)    0.490  0.208 (0.0072)
 Bessell        UX   17    0.639 (0.0098)    0.659  0.030 (0.0014)    0.593  0.075 (0.0003)
 Bessell        BX   18    0.644 (0.0056)    0.646  0.004 (0.0050)    0.638  0.009 (0.0048)
 Bessell        B    19    0.643 (0.0057)    0.646  0.004 (0.0049)    0.637  0.011 (0.0047)
 Bessell        V    20    0.671 (0.0121)    0.636 -0.052 (0.0093)    0.749 -0.129 (0.0117)
 Bessell        R    21    0.663 (0.0052)    0.651 -0.019 (0.0052)    0.691 -0.047 (0.0061)
 Bessell        I    22    0.605 (0.0275)    0.671  0.099 (0.0042)    0.457  0.247 (0.0086)
 Tycho         TyB   23    0.637 (0.0090)    0.652  0.023 (0.0028)    0.602  0.058 (0.0018)
               TyV   24    0.667 (0.0102)    0.637 -0.044 (0.0088)    0.733 -0.111 (0.0109)
 Hipparchos    HIP   25    0.662 (0.0061)    0.646 -0.024 (0.0063)    0.698 -0.061 (0.0074)
 KEPLER              26    0.642 (0.0079)    0.657  0.022 (0.0025)    0.610  0.054 (0.0015)
 COROT SIS           27    0.625 (0.0158)    0.659  0.051 (0.0012)    0.549  0.128 (0.0017)
 COROT EXO           28    0.625 (0.0162)    0.660  0.053 (0.0011)    0.546  0.132 (0.0019)
 Geneva         U    29    0.639 (0.0086)    0.656  0.025 (0.0018)    0.601  0.063 (0.0006)
                B    30    0.638 (0.0084)    0.651  0.020 (0.0032)    0.609  0.049 (0.0023)
